Compound	Sample Name	Height	Area	Actual RT	m/z (Delta)	Formula
Pro-Gly U-13C neg	P6	737	2731	0.24	-4.7238 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C neg	P5	2798	9909	11.51	4.8718 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C neg	P4	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C neg	P3	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C neg	P2	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C neg	P1	1222	4414	2.81	1.8732 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C neg	solvent_blank_1	715	2670	16.53	-2.2392 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C pos	solvent_blank_2	1147	4239	5.48	-2.0065 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C pos	P9	4177	14868	6.13	-.9899 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C pos	P8	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C pos	P7	1433	5237	2.27	-4.4633 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C pos	P6	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C pos	P5	3460	12435	4.27	4.1778 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C pos	P4	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C pos	P3	1407	5133	11.24	-4.0397 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C pos	P2	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C pos	P1	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C pos	solvent_blank_1	0	0	0	0	[13]C7H12N2O3
Proline neg	solvent_blank_2	0	0	0	0	C5H9NO2
Proline neg	P9	728936	43092668	6.75	-.3067 (ppm)	C5H9NO2
Proline neg	P8	64537001	2133975217	5.18	-.5743 (ppm)	C5H9NO2
Proline neg	P7	996566	11973054	8.01	.2284 (ppm)	C5H9NO2
Proline neg	P6	333549	4327123	10.04	-.7750 (ppm)	C5H9NO2
Proline neg	P5	19950	463370	4.58	-1.2432 (ppm)	C5H9NO2
Proline neg	P4	215781	4767019	12.92	-.1061 (ppm)	C5H9NO2
Proline neg	P3	289729	3142801	5.8	-1.3770 (ppm)	C5H9NO2
Proline neg	P2	0	0	0	0	C5H9NO2
Proline neg	P1	29580788	425274129	8.12	-1.0425 (ppm)	C5H9NO2
Proline neg	solvent_blank_1	23698	166768	1.19	-.3067 (ppm)	C5H9NO2
Proline pos	solvent_blank_2	68851	1402374	8.18	.0004 (ppm)	C5H9NO2
Proline pos	P9	53809072	3046628098	6.65	.0004 (ppm)	C5H9NO2
Proline pos	P8	39333321	1556311952	5.19	1.1178 (ppm)	C5H9NO2
Proline pos	P7	1160523	15272293	7.31	.0004 (ppm)	C5H9NO2
Proline pos	P6	33968115	467938907	10.05	.5262 (ppm)	C5H9NO2
Proline pos	P5	480561	6183752	8.14	.3948 (ppm)	C5H9NO2
Proline pos	P4	7976336	170774790	12.97	.2633 (ppm)	C5H9NO2
Proline pos	P3	5429750	93785727	5.79	-1.9058 (ppm)	C5H9NO2
Proline pos	P2	573778	13285890	8.1	.2633 (ppm)	C5H9NO2
Proline pos	P1	1225756661	19476921711	8.11	.4605 (ppm)	C5H9NO2
Proline pos	solvent_blank_1	104705	3492989	7.04	.0661 (ppm)	C5H9NO2
Proline U-13C neg	solvent_blank_2	1153	4304	13.8	-1.1516 (ppm)	[13]C5H9NO2
Proline U-13C neg	P9	1156	8062	14.42	-.3828 (ppm)	[13]C5H9NO2
Proline U-13C neg	P8	2235	13678	12.24	-1.3439 (ppm)	[13]C5H9NO2
Proline U-13C neg	P7	1702	6031	6.07	-1.0876 (ppm)	[13]C5H9NO2
Proline U-13C neg	P6	1101	4103	12.1	-.5750 (ppm)	[13]C5H9NO2
Proline U-13C neg	P5	15699	53871	3.89	-3.4583 (ppm)	[13]C5H9NO2
Proline U-13C neg	P4	3084	10811	3.35	-1.1516 (ppm)	[13]C5H9NO2
Proline U-13C neg	P3	1091	6774	14.7	-.3828 (ppm)	[13]C5H9NO2
Proline U-13C neg	P2	2990	10325	10.09	-.1905 (ppm)	[13]C5H9NO2
Proline U-13C neg	P1	1142	12554	15.95	-.1905 (ppm)	[13]C5H9NO2
Proline U-13C neg	solvent_blank_1	1678	47696	13.54	-1.5361 (ppm)	[13]C5H9NO2
Proline U-13C pos	solvent_blank_2	2555	12726	8.12	-.8866 (ppm)	[13]C5H9NO2
Proline U-13C pos	P9	1511	18808	15.95	-.2565 (ppm)	[13]C5H9NO2
Proline U-13C pos	P8	7650	26625	8.07	-.3195 (ppm)	[13]C5H9NO2
Proline U-13C pos	P7	5679	19746	9.18	-.0045 (ppm)	[13]C5H9NO2
Proline U-13C pos	P6	2105	32495	14.37	-.3825 (ppm)	[13]C5H9NO2
Proline U-13C pos	P5	12741	44455	3.81	2.9568 (ppm)	[13]C5H9NO2
Proline U-13C pos	P4	2378	44998	16.46	-.5716 (ppm)	[13]C5H9NO2
Proline U-13C pos	P3	2422	40184	15.51	-.3825 (ppm)	[13]C5H9NO2
Proline U-13C pos	P2	5214	32033	8.33	-.7606 (ppm)	[13]C5H9NO2
Proline U-13C pos	P1	321077	3822570	6.33	-4.4150 (ppm)	[13]C5H9NO2
Proline U-13C pos	solvent_blank_1	6754	216320	7.67	-.8866 (ppm)	[13]C5H9NO2
Pyridoxal neg	solvent_blank_2	11827	439443	9.58	-.5853 (ppm)	C8H9NO3
Pyridoxal neg	P9	25815	1183201	6.67	-.6772 (ppm)	C8H9NO3
Pyridoxal neg	P8	26240	985056	7.8	-.8610 (ppm)	C8H9NO3
Pyridoxal neg	P7	38631	1118203	1.73	-.3097 (ppm)	C8H9NO3
Pyridoxal neg	P6	51581	2952596	5.26	-1.0448 (ppm)	C8H9NO3
Pyridoxal neg	P5	60671	2002005	1.76	-.6772 (ppm)	C8H9NO3
Pyridoxal neg	P4	24076100	368251008	4.31	-.4016 (ppm)	C8H9NO3
Pyridoxal neg	P3	249333	6593961	4.09	.2417 (ppm)	C8H9NO3
Pyridoxal neg	P2	150915106	2392708939	4.31	-1.0448 (ppm)	C8H9NO3
Pyridoxal neg	P1	139622	4632768	4.86	.3336 (ppm)	C8H9NO3
Pyridoxal neg	solvent_blank_1	356236	24632724	1.93	-.2178 (ppm)	C8H9NO3
Pyridoxal pos	solvent_blank_2	141501	2655211	2.76	.2798 (ppm)	C8H9NO3
Pyridoxal pos	P9	0	0	0	0	C8H9NO3
Pyridoxal pos	P8	233882	7120122	2.71	.2798 (ppm)	C8H9NO3
Pyridoxal pos	P7	661095	20441534	2.76	.4613 (ppm)	C8H9NO3
Pyridoxal pos	P6	765351	38406915	6.59	.1890 (ppm)	C8H9NO3
Pyridoxal pos	P5	1112888	59720957	5.45	.5521 (ppm)	C8H9NO3
Pyridoxal pos	P4	2625357	109593271	5.37	.7337 (ppm)	C8H9NO3
Pyridoxal pos	P3	5855746	300017744	7.4	.2798 (ppm)	C8H9NO3
Pyridoxal pos	P2	1584206963	36309579872	4.3	-.0834 (ppm)	C8H9NO3
Pyridoxal pos	P1	4110677	148120416	2.73	.3705 (ppm)	C8H9NO3
Pyridoxal pos	solvent_blank_1	12146119	277205067	2.72	.4613 (ppm)	C8H9NO3
Pyridoxal U-13C neg	solvent_blank_2	3534	84688	5.4	-4.5318 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P9	4093	70881	6.23	-2.8664 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P8	12201	42861	3.87	2.2176 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P7	7323	81290	8.32	-4.7948 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P6	259602	3454874	3.59	2.7435 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P5	6977	152144	6.79	-4.9701 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P4	257732	4039365	3.72	2.3053 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P3	130095	3433622	3.62	3.1818 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P2	329615	3236025	3.82	3.0942 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	P1	17792	298843	8.41	-4.4442 (ppm)	[13]C8H9NO3
Pyridoxal U-13C neg	solvent_blank_1	2744	62021	7.62	-4.2689 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	solvent_blank_2	9864	210971	8.18	-3.7178 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P9	62811	1086350	8.21	-3.2845 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P8	34516	676413	9.02	-3.1979 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P7	560332	6582482	5.94	-3.2845 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P6	3117430	35498917	6.59	-3.4579 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P5	15927	736622	7.54	-4.9309 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P4	262193	2194171	3.76	3.9076 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P3	103400	1736100	3.9	4.5141 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P2	38478	1239870	8.65	-3.5445 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	P1	15071	807992	5.84	-3.8911 (ppm)	[13]C8H9NO3
Pyridoxal U-13C pos	solvent_blank_1	10297	240908	7.22	-3.3712 (ppm)	[13]C8H9NO3
Pyridoxine neg	solvent_blank_2	5261	144557	4.49	-.9087 (ppm)	C8H11NO3
Pyridoxine neg	P9	6373	166239	10.87	-.3639 (ppm)	C8H11NO3
Pyridoxine neg	P8	6972	180997	12.18	-1.6350 (ppm)	C8H11NO3
Pyridoxine neg	P7	60525	809965	4.32	.8164 (ppm)	C8H11NO3
Pyridoxine neg	P6	23679	589462	4.38	-.9994 (ppm)	C8H11NO3
Pyridoxine neg	P5	12376	691585	6.82	-.9087 (ppm)	C8H11NO3
Pyridoxine neg	P4	607725201	9937855415	4.31	-1.3626 (ppm)	C8H11NO3
Pyridoxine neg	P3	9942	324726	8.84	-.7271 (ppm)	C8H11NO3
Pyridoxine neg	P2	94939	1587852	4.34	-2.3613 (ppm)	C8H11NO3
Pyridoxine neg	P1	12608	389918	4.27	-1.2718 (ppm)	C8H11NO3
Pyridoxine neg	solvent_blank_1	11534	322933	1.9	-2.0889 (ppm)	C8H11NO3
Pyridoxine pos	solvent_blank_2	59315	796058	4.33	.1294 (ppm)	C8H11NO3
Pyridoxine pos	P9	87003	5224351	6.59	.9369 (ppm)	C8H11NO3
Pyridoxine pos	P8	59990	909551	4.32	.1294 (ppm)	C8H11NO3
Pyridoxine pos	P7	2148211	29859378	4.31	.5780 (ppm)	C8H11NO3
Pyridoxine pos	P6	148944	4633791	4.37	.3089 (ppm)	C8H11NO3
Pyridoxine pos	P5	188027	3403270	4.33	.3089 (ppm)	C8H11NO3
Pyridoxine pos	P4	3295005744	82840538067	4.38	-.1397 (ppm)	C8H11NO3
Pyridoxine pos	P3	519431	8832490	4.32	.7575 (ppm)	C8H11NO3
Pyridoxine pos	P2	1413879	22010560	4.3	-1.4854 (ppm)	C8H11NO3
Pyridoxine pos	P1	345172	5466196	4.34	.4883 (ppm)	C8H11NO3
Pyridoxine pos	solvent_blank_1	609808	9256872	4.34	-.3191 (ppm)	C8H11NO3
Pyridoxine U-13C neg	solvent_blank_2	1202	4407	2.06	4.3898 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P9	937	3452	4.28	3.0901 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P8	3086	25614	3.87	3.5233 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P7	95723	1176580	4.06	-2.1090 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P6	93051	904623	3.59	2.8301 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P5	1038	3852	7.7	-3.1489 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P4	70244	1101175	3.75	2.9168 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P3	36753	887180	3.8	3.2634 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P2	80216	737825	3.82	2.5702 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	P1	6146	28929	10.13	-4.7086 (ppm)	[13]C8H11NO3
Pyridoxine U-13C neg	solvent_blank_1	1132	4132	2.26	4.7364 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	solvent_blank_2	6492	211258	8.33	-4.1588 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P9	1025375	10615543	7.77	-3.1307 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P8	759413	8265993	7.79	-4.1588 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P7	376073	3946174	7.77	-3.6448 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P6	2270461	26045362	7.76	-3.6448 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P5	852861	9545143	7.78	-3.3021 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P4	1062696	12130395	7.75	-3.3021 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P3	1264887	14199077	7.77	-3.1307 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P2	1218603	12966271	7.81	-3.5591 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	P1	985745	9814695	7.76	-3.2164 (ppm)	[13]C8H11NO3
Pyridoxine U-13C pos	solvent_blank_1	8910	296700	7.96	-3.9874 (ppm)	[13]C8H11NO3
Pyruvate neg	solvent_blank_2	64388	944809	3.62	.1314 (ppm)	C3H4O3
Pyruvate neg	P9	127549	4188818	7.79	.0437 (ppm)	C3H4O3
Pyruvate neg	P8	107521	3960267	8.32	.1314 (ppm)	C3H4O3
Pyruvate neg	P7	7478140	256967113	9.39	-.5701 (ppm)	C3H4O3
Pyruvate neg	P6	1055603	18556325	4.84	-.0440 (ppm)	C3H4O3
Pyruvate neg	P5	123361476	2058594439	4.81	.7452 (ppm)	C3H4O3
Pyruvate neg	P4	189703	10615573	4.84	-.3070 (ppm)	C3H4O3
Pyruvate neg	P3	392561	7236328	11.06	.2191 (ppm)	C3H4O3
Pyruvate neg	P2	261221	3571730	8.58	-.2193 (ppm)	C3H4O3
Pyruvate neg	P1	360777	9447806	8.49	.1314 (ppm)	C3H4O3
Pyruvate neg	solvent_blank_1	156477	4578145	3.76	.0437 (ppm)	C3H4O3
Pyruvate pos	solvent_blank_2	1051	3875	7.94	1.1485 (ppm)	C3H4O3
Pyruvate pos	P9	0	0	0	0	C3H4O3
Pyruvate pos	P8	678	2596	11.28	.0344 (ppm)	C3H4O3
Pyruvate pos	P7	0	0	0	0	C3H4O3
Pyruvate pos	P6	0	0	0	0	C3H4O3
Pyruvate pos	P5	1693	6208	7.87	.2058 (ppm)	C3H4O3
Pyruvate pos	P4	10440	36910	5.75	-4.5078 (ppm)	C3H4O3
Pyruvate pos	P3	0	0	0	0	C3H4O3
Pyruvate pos	P2	0	0	0	0	C3H4O3
Pyruvate pos	P1	1334	4859	2.29	-1.1655 (ppm)	C3H4O3
Pyruvate pos	solvent_blank_1	0	0	0	0	C3H4O3
Pyruvate U-13C neg	solvent_blank_2	0	0	0	0	[13]C3H4O3
Pyruvate U-13C neg	P9	5559	69611	14.86	-.5158 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P8	13817	205546	12.18	.3317 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P7	7432	301816	5.33	.3317 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P6	7173	274973	12.07	-.7700 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P5	15715	446473	10.35	-.6005 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P4	12732	460838	10.49	-.3463 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P3	10848	659759	11.26	-.6005 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P2	10403	546550	7.71	-.0920 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	P1	6148	286150	2.42	.0775 (ppm)	[13]C3H4O3
Pyruvate U-13C neg	solvent_blank_1	0	0	0	0	[13]C3H4O3
Pyruvate U-13C pos	solvent_blank_2	1235	4533	2.64	.8138 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P9	769	2812	3.16	-4.7404 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P8	140822	1863829	8.71	-4.0772 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P7	197732	4562363	8.14	-3.2482 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P6	5018	17591	4.86	3.5494 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P5	611	2275	0.59	2.2230 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P4	31926	112193	12.94	-2.1706 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	P3	0	0	0	0	[13]C3H4O3
Pyruvate U-13C pos	P2	0	0	0	0	[13]C3H4O3
Pyruvate U-13C pos	P1	913	3373	1.61	-4.9062 (ppm)	[13]C3H4O3
Pyruvate U-13C pos	solvent_blank_1	1691	6196	7.1	-2.9995 (ppm)	[13]C3H4O3
Ribose 5-phosphate neg	solvent_blank_2	1616	9359	11.12	-3.1027 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P9	2158	10174	11.08	-1.2371 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P8	1451	9118	9.58	-.4376 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P7	7274	24836	8.26	-2.3032 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P6	6573	107964	7.8	-1.6369 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P5	17097	362536	6.82	-1.0373 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P4	59841126	915906214	10.69	-1.9034 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P3	6763	55129	11.17	-.4376 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P2	8921	144312	10.77	-1.1039 (ppm)	C5H11O8P
Ribose 5-phosphate neg	P1	11461	48760	7.29	-.2377 (ppm)	C5H11O8P
Ribose 5-phosphate neg	solvent_blank_1	7698	278810	6.97	-.8374 (ppm)	C5H11O8P
Ribose 5-phosphate pos	solvent_blank_2	0	0	0	0	C5H11O8P
Ribose 5-phosphate pos	P9	765	2836	3.4	-1.3286 (ppm)	C5H11O8P
Ribose 5-phosphate pos	P8	0	0	0	0	C5H11O8P
Ribose 5-phosphate pos	P7	0	0	0	0	C5H11O8P
Ribose 5-phosphate pos	P6	0	0	0	0	C5H11O8P
Ribose 5-phosphate pos	P5	1004	3739	1.35	1.2472 (ppm)	C5H11O8P
Ribose 5-phosphate pos	P4	1324117	17255593	10.68	-.0737 (ppm)	C5H11O8P
Ribose 5-phosphate pos	P3	0	0	0	0	C5H11O8P
Ribose 5-phosphate pos	P2	2317	8426	2.1	-1.5928 (ppm)	C5H11O8P
Ribose 5-phosphate pos	P1	1218	4415	2.97	-.9324 (ppm)	C5H11O8P
Ribose 5-phosphate pos	solvent_blank_1	0	0	0	0	C5H11O8P
Ribose 5-phosphate U-13C neg	solvent_blank_2	844	3117	5.46	2.3729 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P9	643	2451	13.35	3.4161 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P8	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P7	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P6	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P5	837	3100	6.5	-1.2131 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P4	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P3	6548	22875	7.76	2.3077 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P2	1869	6587	6.95	3.3509 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	P1	891	3197	8.78	.2213 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C neg	solvent_blank_1	978	3568	8.69	-.4307 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	solvent_blank_2	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P9	2187	8036	2.68	3.1575 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P8	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P7	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P6	2143	7673	10.76	3.2868 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P5	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P4	8813	30446	9.77	.3778 (ppm)	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P3	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P2	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	P1	0	0	0	0	[13]C5H11O8P
Ribose 5-phosphate U-13C pos	solvent_blank_1	0	0	0	0	[13]C5H11O8P
S-(1,2-Dicarboxyethyl)glutathione neg	solvent_blank_2	3336	29623	12.52	.9492 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P9	6247	82093	12.51	3.0459 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P8	32685917	413448367	12.47	-1.6537 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P7	3349	11547	8.37	4.9980 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P6	0	0	0	0	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P5	1190	4393	12.59	2.0337 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P4	160834	1843547	9.62	1.0938 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P3	1121	4060	2.68	3.7689 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P2	172322	2078083	12.52	-1.5091 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	P1	1019	3752	12.46	.9492 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione neg	solvent_blank_1	1261	4644	10.03	-4.3289 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	solvent_blank_2	5654	60214	12.45	-.1185 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P9	11622	174842	12.47	-1.0540 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P8	55139231	717159218	12.49	-.4063 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P7	0	0	0	0	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P6	0	0	0	0	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P5	0	0	0	0	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P4	109035	1235310	9.55	-.0465 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P3	6084	55766	11.07	1.6805 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P2	241655	2872795	12.5	-.9100 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	P1	1611	5862	2.76	1.3926 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione pos	solvent_blank_1	2134	18490	12.53	-4.6519 (ppm)	C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	solvent_blank_2	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P9	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P8	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P7	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P6	2717	9750	3.47	4.5722 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P5	884	3257	8.27	-2.7750 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P4	2218	7875	11.01	3.3127 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P3	13004	45670	5.52	-4.8042 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P2	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	P1	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C neg	solvent_blank_1	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	solvent_blank_2	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P9	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P8	21284	72848	5.08	-2.4211 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P7	0	0	0	0	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P6	1215	4542	11.81	.1560 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P5	1056	3908	6	-2.2817 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P4	3944	14184	8.14	-2.8390 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P3	977	3638	14.5	4.6137 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P2	4456	15709	10.41	-4.3713 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	P1	1917	7151	15.9	-3.8141 (ppm)	[13]C14H21N3O10S
S-(1,2-Dicarboxyethyl)glutathione U-13C pos	solvent_blank_1	0	0	0	0	[13]C14H21N3O10S
S-(2-succinyl)cysteine neg	solvent_blank_2	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine neg	P9	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine neg	P8	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine neg	P7	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine neg	P6	2634	9356	2.65	-1.0026 (ppm)	C7H11NO6S
S-(2-succinyl)cysteine neg	P5	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine neg	P4	1757	6148	4.81	.6783 (ppm)	C7H11NO6S
S-(2-succinyl)cysteine neg	P3	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine neg	P2	1132	4115	11.47	-1.7784 (ppm)	C7H11NO6S
S-(2-succinyl)cysteine neg	P1	61004	773216	8.32	1.4541 (ppm)	C7H11NO6S
S-(2-succinyl)cysteine neg	solvent_blank_1	1167	4275	11.35	-.8087 (ppm)	C7H11NO6S
S-(2-succinyl)cysteine pos	solvent_blank_2	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine pos	P9	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine pos	P8	0	0	0	0	C7H11NO6S
S-(2-succinyl)cysteine pos	P7	0	0	0	0	C7H11NO6S
